,sample,ARG,AMR_category,MGE_prediction
SRR6744939_5,SRR6744939,RPOB2,multidrug,chromosome
SRR6744942_1,SRR6744942,ERMF,MLS,unclassified
SRR6744942_2,SRR6744942,TETR,tetracycline,unclassified
SRR6744942_3,SRR6744942,MSRE,multidrug,unclassified
SRR6744942_4,SRR6744942,TETQ,tetracycline,plasmid
SRR6744942_5,SRR6744942,MEFA,MLS,plasmid
SRR6744942_6,SRR6744942,TETQ,tetracycline,unclassified
SRR6744942_7,SRR6744942,VGA(E) STAPHYLOCOCCUS COHNII,multidrug,unclassified
SRR6744943_1,SRR6744943,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744943_2,SRR6744943,MEL,multidrug,unclassified
SRR6744943_3,SRR6744943,MEFA,MLS,unclassified
SRR6744943_4,SRR6744943,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744943_5,SRR6744943,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744943_6,SRR6744943,IMP-9,beta-lactam,chromosome
SRR6744943_7,SRR6744943,SMED,multidrug,unclassified
SRR6744943_8,SRR6744943,CPHA3,beta-lactam,chromosome
SRR6744943_9,SRR6744943,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744943_10,SRR6744943,TETM,tetracycline,plasmid
SRR6744943_11,SRR6744943,VANU,glycopeptide,plasmid
SRR6744944_1,SRR6744944,MTRC,multidrug,phage
SRR6744944_2,SRR6744944,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,plasmid
SRR6744944_3,SRR6744944,CFXA3,beta-lactam,plasmid
SRR6744944_4,SRR6744944,ERMA,MLS,plasmid
SRR6744944_5,SRR6744944,MEXK,multidrug,chromosome
SRR6744944_6,SRR6744944,ERMF,MLS,unclassified
SRR6744944_7,SRR6744944,OLEI,MLS,unclassified
SRR6744944_8,SRR6744944,TETM,tetracycline,plasmid
SRR6744944_9,SRR6744944,ERMC,MLS,unclassified
SRR6744944_10,SRR6744944,TETQ,tetracycline,phage
SRR6744946_1,SRR6744946,OPRA,multidrug,chromosome
SRR6744946_2,SRR6744946,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744946_3,SRR6744946,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744946_4,SRR6744946,TETO,tetracycline,unclassified
SRR6744946_5,SRR6744946,TETM,tetracycline,unclassified
SRR6744946_6,SRR6744946,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744946_7,SRR6744946,TETO,tetracycline,unclassified
SRR6744946_8,SRR6744946,CEOB,multidrug,unclassified
SRR6744947_1,SRR6744947,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744947_2,SRR6744947,RPOB2,multidrug,chromosome
SRR6744947_3,SRR6744947,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744948_1,SRR6744948,AADA14,aminoglycoside,unclassified
SRR6744948_2,SRR6744948,TETQ,tetracycline,unclassified
SRR6744948_3,SRR6744948,POXTA,multidrug,ambiguous (phage/chromosome)
SRR6744948_4,SRR6744948,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744948_5,SRR6744948,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744948_6,SRR6744948,POXTA,multidrug,chromosome
SRR6744948_7,SRR6744948,MTRD,multidrug,unclassified
SRR6744948_8,SRR6744948,ABCA,multidrug,unclassified
SRR6744948_9,SRR6744948,ABCA,multidrug,unclassified
SRR6744948_10,SRR6744948,TET(55),tetracycline,chromosome
SRR6744948_11,SRR6744948,APHA15,aminoglycoside,unclassified
SRR6744948_12,SRR6744948,RPOB2,multidrug,chromosome
SRR6744948_13,SRR6744948,ABCA,multidrug,chromosome
SRR6744950_1,SRR6744950,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744950_2,SRR6744950,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744951_1,SRR6744951,VANU,glycopeptide,unclassified
SRR6744951_2,SRR6744951,MEL,multidrug,chromosome
SRR6744951_3,SRR6744951,MEFA,MLS,chromosome
SRR6744951_4,SRR6744951,VANU,glycopeptide,plasmid
SRR6744951_5,SRR6744951,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744951_6,SRR6744951,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6744951_7,SRR6744951,SDIA,multidrug,unclassified
SRR6744952_1,SRR6744952,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744952_2,SRR6744952,MEFA,MLS,chromosome
SRR6744952_3,SRR6744952,MEL,multidrug,chromosome
SRR6744952_4,SRR6744952,TET(C),tetracycline,chromosome
SRR6744952_5,SRR6744952,MEXF,multidrug,chromosome
SRR6744952_6,SRR6744952,TET32,tetracycline,plasmid
SRR6744952_7,SRR6744952,ADC-8,beta-lactam,chromosome
SRR6744952_8,SRR6744952,UGD,peptide,chromosome
SRR6744952_9,SRR6744952,OTRC,tetracycline,chromosome
SRR6744952_10,SRR6744952,OPTRA,multidrug,unclassified
SRR6744952_11,SRR6744952,RPOB2,multidrug,chromosome
SRR6744952_12,SRR6744952,LPEB,MLS,unclassified
SRR6744952_13,SRR6744952,RPOB2,multidrug,chromosome
SRR6744952_14,SRR6744952,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744952_15,SRR6744952,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744952_16,SRR6744952,TETO,tetracycline,plasmid
SRR6744952_17,SRR6744952,TETQ,tetracycline,chromosome
SRR6744953_1,SRR6744953,TETR,tetracycline,plasmid
SRR6744953_2,SRR6744953,TEM-162,beta-lactam,plasmid
SRR6744953_3,SRR6744953,TEM-42,beta-lactam,plasmid
SRR6744957_1,SRR6744957,RPOB2,multidrug,chromosome
SRR6744957_2,SRR6744957,TET(C),tetracycline,unclassified
SRR6744957_3,SRR6744957,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744957_4,SRR6744957,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744957_5,SRR6744957,POXTA,multidrug,chromosome
SRR6744957_6,SRR6744957,MDTG,fosfomycin,chromosome
SRR6744958_1,SRR6744958,TET(C),tetracycline,unclassified
SRR6744958_2,SRR6744958,OXA-309,beta-lactam,plasmid
SRR6744963_1,SRR6744963,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744963_2,SRR6744963,TET32,tetracycline,ambiguous (phage/chromosome)
SRR6744963_3,SRR6744963,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744963_4,SRR6744963,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744963_5,SRR6744963,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744963_6,SRR6744963,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744964_1,SRR6744964,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744964_2,SRR6744964,TETQ,tetracycline,ambiguous (plasmid/phage)
SRR6744964_3,SRR6744964,TETO,tetracycline,unclassified
SRR6744964_4,SRR6744964,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744964_5,SRR6744964,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744964_6,SRR6744964,OTRC,tetracycline,unclassified
SRR6744964_7,SRR6744964,OPRA,multidrug,chromosome
SRR6744964_8,SRR6744964,TET(C),tetracycline,phage
SRR6744964_9,SRR6744964,RBPA,rifamycin,chromosome
SRR6744964_10,SRR6744964,TETQ,tetracycline,plasmid
SRR6744964_11,SRR6744964,MDTO,multidrug,unclassified
SRR6744964_12,SRR6744964,LSAC,multidrug,plasmid
SRR6744964_13,SRR6744964,AADA10,aminoglycoside,unclassified
SRR6744964_14,SRR6744964,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,phage
SRR6744964_15,SRR6744964,CFXA3,beta-lactam,plasmid
SRR6744964_16,SRR6744964,TETM,tetracycline,unclassified
SRR6744964_17,SRR6744964,VANU,glycopeptide,unclassified
SRR6744965_1,SRR6744965,VANWG,glycopeptide,chromosome
SRR6744965_2,SRR6744965,TETQ,tetracycline,phage
SRR6744965_3,SRR6744965,ROSB,peptide,plasmid
SRR6744965_4,SRR6744965,MEXX,multidrug,unclassified
SRR6744965_5,SRR6744965,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744965_6,SRR6744965,VATD,MLS,unclassified
SRR6744965_7,SRR6744965,TET(E),tetracycline,chromosome
SRR6744965_8,SRR6744965,APH(6)-I,aminoglycoside,unclassified
SRR6744966_1,SRR6744966,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744966_2,SRR6744966,TET(C),tetracycline,unclassified
SRR6744966_3,SRR6744966,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744966_4,SRR6744966,RPOB2,multidrug,chromosome
SRR6744966_5,SRR6744966,ERMB,MLS,plasmid
SRR6744966_6,SRR6744966,TET(W/N/W),tetracycline,plasmid
SRR6744966_7,SRR6744966,ERMB,MLS,plasmid
SRR6744968_1,SRR6744968,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744968_2,SRR6744968,ABCA,multidrug,chromosome
SRR6744968_3,SRR6744968,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744968_4,SRR6744968,POXTA,multidrug,ambiguous (phage/chromosome)
SRR6744968_5,SRR6744968,RPOB2,multidrug,chromosome
SRR6744968_6,SRR6744968,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744968_7,SRR6744968,ABCA,multidrug,chromosome
SRR6744970_1,SRR6744970,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744970_2,SRR6744970,TET(C),tetracycline,unclassified
SRR6744970_3,SRR6744970,RPOB2,multidrug,chromosome
SRR6744970_4,SRR6744970,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744970_5,SRR6744970,TET(59),tetracycline,chromosome
SRR6744970_6,SRR6744970,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744970_7,SRR6744970,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744970_8,SRR6744970,POXTA,multidrug,unclassified
SRR6744974_1,SRR6744974,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744974_2,SRR6744974,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,plasmid
SRR6744974_3,SRR6744974,TET(W/N/W),tetracycline,plasmid
SRR6744974_4,SRR6744974,MEFA,MLS,plasmid
SRR6744974_5,SRR6744974,SDIA,multidrug,unclassified
SRR6744974_6,SRR6744974,TEM-220,beta-lactam,unclassified
SRR6744974_7,SRR6744974,VANU,glycopeptide,unclassified
SRR6744974_8,SRR6744974,VANRF,glycopeptide,chromosome
SRR6744974_9,SRR6744974,MDTH,fluoroquinolone,chromosome
SRR6744975_1,SRR6744975,LSAC,multidrug,plasmid
SRR6744978_1,SRR6744978,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744978_2,SRR6744978,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744978_3,SRR6744978,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744978_4,SRR6744978,RPOB2,multidrug,chromosome
SRR6744978_5,SRR6744978,NORB,fluoroquinolone,chromosome
SRR6744978_6,SRR6744978,ERMB,MLS,unclassified
SRR6744978_7,SRR6744978,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744978_8,SRR6744978,RPOB2,multidrug,chromosome
SRR6744978_9,SRR6744978,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744978_10,SRR6744978,VANXD,glycopeptide,unclassified
SRR6744978_11,SRR6744978,MSRE,multidrug,ambiguous (phage/chromosome)
SRR6744978_12,SRR6744978,TET(W/N/W),tetracycline,plasmid
SRR6744978_13,SRR6744978,TETM,tetracycline,phage
SRR6744978_14,SRR6744978,ERMA,MLS,unclassified
SRR6744978_15,SRR6744978,ACRB,multidrug,ambiguous (phage/chromosome)
SRR6744978_16,SRR6744978,RPOB2,multidrug,chromosome
SRR6744978_17,SRR6744978,CFXA3,beta-lactam,chromosome
SRR6744978_18,SRR6744978,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744978_19,SRR6744978,RPOB2,multidrug,chromosome
SRR6744978_20,SRR6744978,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744978_21,SRR6744978,RPOB2,multidrug,chromosome
SRR6744978_22,SRR6744978,VANU,glycopeptide,unclassified
SRR6744978_23,SRR6744978,IMP-9,beta-lactam,chromosome
SRR6744978_24,SRR6744978,ERMF,MLS,unclassified
SRR6744978_25,SRR6744978,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744978_26,SRR6744978,UGD,peptide,ambiguous (phage/chromosome)
SRR6744978_27,SRR6744978,ERMF,MLS,unclassified
SRR6744978_28,SRR6744978,TET32,tetracycline,chromosome
SRR6744978_29,SRR6744978,TETQ,tetracycline,unclassified
SRR6744978_30,SRR6744978,TET(W/N/W),tetracycline,unclassified
SRR6744978_31,SRR6744978,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744978_32,SRR6744978,UGD,peptide,ambiguous (phage/chromosome)
SRR6744987_1,SRR6744987,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744987_2,SRR6744987,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744987_3,SRR6744987,MEFA,MLS,unclassified
SRR6744987_4,SRR6744987,MEL,multidrug,unclassified
SRR6744987_5,SRR6744987,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744987_6,SRR6744987,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744987_7,SRR6744987,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744987_8,SRR6744987,VANU,glycopeptide,chromosome
SRR6744987_9,SRR6744987,VANU,glycopeptide,chromosome
SRR6744987_10,SRR6744987,RPOB2,multidrug,chromosome
SRR6744990_1,SRR6744990,POXTA,multidrug,chromosome
SRR6744990_2,SRR6744990,ERMY,MLS,chromosome
SRR6744990_3,SRR6744990,RPOB2,multidrug,chromosome
SRR6744990_4,SRR6744990,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744990_5,SRR6744990,MDTG,fosfomycin,chromosome
SRR6744990_6,SRR6744990,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744994_1,SRR6744994,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744994_2,SRR6744994,TETM,tetracycline,unclassified
SRR6744994_3,SRR6744994,RPOB2,multidrug,chromosome
SRR6744994_4,SRR6744994,MEFA,MLS,unclassified
SRR6744996_1,SRR6744996,RPOB2,multidrug,chromosome
SRR6744996_2,SRR6744996,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744996_3,SRR6744996,LSAC,multidrug,ambiguous (plasmid/phage)
SRR6744996_4,SRR6744996,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744996_5,SRR6744996,TETM,tetracycline,plasmid
SRR6744996_6,SRR6744996,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744996_7,SRR6744996,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744996_8,SRR6744996,RPOB2,multidrug,chromosome
SRR6744996_9,SRR6744996,POXTA,multidrug,ambiguous (phage/chromosome)
SRR6744997_1,SRR6744997,TETQ,tetracycline,unclassified
SRR6745000_1,SRR6745000,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6745000_2,SRR6745000,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6745000_3,SRR6745000,TET(W/N/W),tetracycline,unclassified
SRR6745000_4,SRR6745000,IMP-28,beta-lactam,chromosome
SRR6745000_5,SRR6745000,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6745000_6,SRR6745000,ERMB,MLS,ambiguous (phage/chromosome)
SRR6745000_7,SRR6745000,CATQ,phenicol,phage
SRR6745000_8,SRR6745000,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6745008_1,SRR6745008,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6745008_2,SRR6745008,VANU,glycopeptide,unclassified
SRR6745008_3,SRR6745008,MSRE,multidrug,unclassified
SRR6745008_4,SRR6745008,MEFA,MLS,ambiguous (phage/chromosome)
SRR6745008_5,SRR6745008,MEL,multidrug,ambiguous (phage/chromosome)
SRR6745008_6,SRR6745008,TETM,tetracycline,chromosome
SRR6745008_7,SRR6745008,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6745008_8,SRR6745008,VANU,glycopeptide,chromosome
SRR6745009_1,SRR6745009,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6745009_2,SRR6745009,RPOB2,multidrug,chromosome
SRR6745009_3,SRR6745009,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6745010_1,SRR6745010,LMRD,MLS,unclassified
SRR6745014_1,SRR6745014,POXTA,multidrug,chromosome
SRR6745017_1,SRR6745017,ERMA,MLS,phage
SRR6745017_2,SRR6745017,OXA-309,beta-lactam,unclassified
SRR6745021_1,SRR6745021,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6745021_2,SRR6745021,CFXA,beta-lactam,plasmid
SRR6745021_3,SRR6745021,VANU,glycopeptide,unclassified
SRR6745021_4,SRR6745021,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6745021_5,SRR6745021,TETO,tetracycline,ambiguous (plasmid/phage)
SRR6745021_6,SRR6745021,OPRA,multidrug,ambiguous (phage/chromosome)
SRR6745021_7,SRR6745021,TETO,tetracycline,unclassified
SRR6745021_8,SRR6745021,VANU,glycopeptide,phage
SRR6745021_9,SRR6745021,MEL,multidrug,unclassified
SRR6745021_10,SRR6745021,MEFA,MLS,unclassified
SRR6745021_11,SRR6745021,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6745022_1,SRR6745022,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6745022_2,SRR6745022,OPRA,multidrug,ambiguous (phage/chromosome)
SRR6745022_3,SRR6745022,TETM,tetracycline,plasmid
SRR6745022_4,SRR6745022,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6745022_5,SRR6745022,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (plasmid/phage)
SRR6745022_6,SRR6745022,MEL,multidrug,chromosome
SRR6745022_7,SRR6745022,MEFA,MLS,chromosome
SRR6745025_1,SRR6745025,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6745025_2,SRR6745025,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6745025_3,SRR6745025,VANU,glycopeptide,chromosome
SRR6745025_4,SRR6745025,LSAC,multidrug,plasmid
SRR6745025_5,SRR6745025,VANU,glycopeptide,chromosome
SRR6745025_6,SRR6745025,RPOB2,multidrug,chromosome
SRR6745025_7,SRR6745025,LSAC,multidrug,ambiguous (plasmid/phage)
SRR6745025_8,SRR6745025,CFXA3,beta-lactam,unclassified
SRR6745025_9,SRR6745025,FEZ-1,beta-lactam,unclassified
SRR6745025_10,SRR6745025,TEM-220,beta-lactam,unclassified
SRR6745025_11,SRR6745025,UGD,peptide,unclassified
SRR6745025_12,SRR6745025,TETQ,tetracycline,unclassified
SRR6745025_13,SRR6745025,MSRE,multidrug,chromosome
SRR6745025_14,SRR6745025,MEL,multidrug,chromosome
SRR6745025_15,SRR6745025,MEFA,MLS,chromosome
SRR6745028_1,SRR6745028,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6745028_2,SRR6745028,LSAC,multidrug,unclassified
SRR6745028_3,SRR6745028,RPOB2,multidrug,chromosome
SRR6745029_1,SRR6745029,TETQ,tetracycline,plasmid
SRR6745029_2,SRR6745029,TET32,tetracycline,unclassified
SRR6745029_3,SRR6745029,VANU,glycopeptide,plasmid
SRR6745029_4,SRR6745029,CFXA3,beta-lactam,phage
SRR6745029_5,SRR6745029,OXA-341,beta-lactam,unclassified
SRR6745029_6,SRR6745029,TETM,tetracycline,plasmid
SRR6745029_7,SRR6745029,MEFA,MLS,plasmid
SRR6745029_8,SRR6745029,MEL,multidrug,plasmid
SRR6745029_9,SRR6745029,OTRC,tetracycline,chromosome
SRR6745029_10,SRR6745029,ERMF,MLS,unclassified
SRR6745029_11,SRR6745029,CHRB,MLS,unclassified
SRR6745029_12,SRR6745029,MSRE,multidrug,unclassified
SRR6745029_13,SRR6745029,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6745029_14,SRR6745029,TETQ,tetracycline,chromosome
SRR6745029_15,SRR6745029,TET32,tetracycline,unclassified
SRR6745029_16,SRR6745029,LNUF,MLS,unclassified
SRR6745030_1,SRR6745030,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6745030_2,SRR6745030,TETQ,tetracycline,ambiguous (phage/chromosome)
SRR6745030_3,SRR6745030,UGD,peptide,ambiguous (phage/chromosome)
SRR6745030_4,SRR6745030,CFXA3,beta-lactam,ambiguous (phage/chromosome)
SRR6745030_5,SRR6745030,OTRC,tetracycline,chromosome
SRR6745030_6,SRR6745030,PATB,fluoroquinolone,chromosome
SRR6745030_7,SRR6745030,MEL,multidrug,chromosome
SRR6745030_8,SRR6745030,MEFA,MLS,chromosome
SRR6745030_9,SRR6745030,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6745030_10,SRR6745030,QNRS2,fluoroquinolone,unclassified
SRR6745030_11,SRR6745030,VANU,glycopeptide,unclassified
SRR6745030_12,SRR6745030,MSRE,multidrug,unclassified
SRR6745030_13,SRR6745030,VANU,glycopeptide,phage
SRR6745030_14,SRR6745030,RPOB2,multidrug,chromosome
SRR6745030_15,SRR6745030,VANU,glycopeptide,plasmid
SRR6745030_16,SRR6745030,IMP-9,beta-lactam,unclassified
SRR6745033_1,SRR6745033,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6745033_2,SRR6745033,TETQ,tetracycline,phage
SRR6745033_3,SRR6745033,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6745033_4,SRR6745033,RPOB2,multidrug,chromosome
SRR6745034_1,SRR6745034,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6745034_2,SRR6745034,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6745034_3,SRR6745034,OPRA,multidrug,ambiguous (phage/chromosome)
SRR6745034_4,SRR6745034,BRUCELLA SUIS MPRF,peptide,chromosome
SRR6745036_1,SRR6745036,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6745036_2,SRR6745036,LRA-17,beta-lactam,unclassified
SRR6745036_3,SRR6745036,TET(W/N/W),tetracycline,unclassified
SRR6745036_4,SRR6745036,VANU,glycopeptide,phage
SRR6745037_1,SRR6745037,AXYY,multidrug,unclassified
SRR6745040_1,SRR6745040,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6745040_2,SRR6745040,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6745040_3,SRR6745040,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6745040_4,SRR6745040,ERMB,MLS,ambiguous (phage/chromosome)
SRR6745040_5,SRR6745040,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6745041_1,SRR6745041,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6745041_2,SRR6745041,TLRC,multidrug,unclassified
SRR6745041_3,SRR6745041,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6745041_4,SRR6745041,OLEB,multidrug,unclassified
SRR6745041_5,SRR6745041,LSAC,multidrug,plasmid
SRR6745043_1,SRR6745043,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6745043_2,SRR6745043,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6745043_3,SRR6745043,TETM,tetracycline,plasmid
SRR6745043_4,SRR6745043,TETM,tetracycline,plasmid
SRR6745043_5,SRR6745043,ERMB,MLS,plasmid
SRR6745048_1,SRR6745048,ESP-1,beta-lactam,chromosome
SRR6745048_2,SRR6745048,CMEC,multidrug,chromosome
SRR6745048_3,SRR6745048,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6745048_4,SRR6745048,TETM,tetracycline,plasmid
SRR6745048_5,SRR6745048,TETM,tetracycline,unclassified
SRR6745048_6,SRR6745048,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6745048_7,SRR6745048,TETM,tetracycline,unclassified
SRR6745050_1,SRR6745050,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6745050_2,SRR6745050,MEL,multidrug,unclassified
SRR6745050_3,SRR6745050,OPRA,multidrug,ambiguous (phage/chromosome)
SRR6745050_4,SRR6745050,APH(9)-IA,aminoglycoside,phage
SRR6745050_5,SRR6745050,POXTA,multidrug,unclassified
